"","taxon","lfc_(Intercept)","lfc_antidepressant_on_offon","se_(Intercept)","se_antidepressant_on_offon","W_(Intercept)","W_antidepressant_on_offon","p_(Intercept)","p_antidepressant_on_offon","q_(Intercept)","q_antidepressant_on_offon","diff_(Intercept)","diff_antidepressant_on_offon","passed_ss_(Intercept)","passed_ss_antidepressant_on_offon","diff_robust_(Intercept)","diff_robust_antidepressant_on_offon"
"11","9132071c6a76ae971f847adc316f0af8",0.0932981727317543,0.0119389929423418,0.22120744593321,0.337445932567582,0.421767777021051,0.035380461846138,0.674753715558951,0.971897850970268,0.807492151406613,0.971897850970268,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"12","265f63913fa0c782699945b493eeaeca",0.758633344576526,-0.859311447816676,0.116101585155,0.224432178035105,6.53422038608451,-3.82882461570313,1.79379600017388e-06,0.000977509651834684,2.90993573361541e-05,0.00792868939821466,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"13","57f0e6566995476b5eae2b4237c930fd",0.429344882374148,-0.573987599321586,0.101001721797183,0.170553764504037,4.25086696280582,-3.36543494651507,0.000806786777307974,0.00461989186646914,0.00368096467146763,0.0244670380978302,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"14","d348b3e42b9cd325d1f0088462aedcf3",0.0153511543172078,-0.0817890657767645,0.109533650910907,0.190978110274493,0.140150119981796,-0.42826408565468,0.889211353545996,0.670647179394698,0.940759837809532,0.757977226981917,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"15","07f847da0f14d338851bff36302b1d5d",1.13526030374835,-1.91919169795896,0.0979176597282633,0.193101382336098,11.5940301974013,-9.93877762417341,2.49141335353421e-10,3.50760948813971e-09,3.63746349615994e-08,5.12110985268398e-07,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"16","5aaba32e1583dee8243e66c42c2b5d8f",0.202229415962592,0.471808574155938,0.0810463432824884,0.15472214001514,2.49523183615722,3.049392763762,0.0297574803205399,0.0110594878070127,0.0736371546915056,0.044917371874776,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"17","6529f9e2b6de004f778a46eb4152553f",0.0586132899744844,0.295354783650986,0.225316510213433,0.314579446628746,0.260137572337519,0.938887733500123,0.796028753784798,0.353156755707867,0.860890355945041,0.505498885621064,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"18","c5f3f2c2df993aa6d42e7a77918935df",-0.0524479259585326,0.159420351306432,0.150181206795546,0.215849404869202,-0.349230952911002,0.738572114215631,0.730756589001817,0.46919273282603,0.83952471253224,0.607887816025914,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"19","64c2b64c19934ba2360fe284744fd1ad",0.76917096427213,-1.03892322179503,0.129826423466486,0.219255921363797,5.92461028914264,-4.73840439671053,4.70613528405628e-07,2.37285741354941e-05,1.14515958578703e-05,0.000433046477972767,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"20","130a8330de52a69354df4f227b62c052",-0.382001003966239,0.500488491707375,0.104788913397388,0.181660544197811,-3.64543339158017,2.75507537378282,0.00128380504116604,0.0110179671207974,0.00551280988265418,0.044917371874776,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"21","36e64f6a14c31701a814ed88d61c5cf7",0.324876087903762,-0.516901422430871,0.118870286836484,0.19078126978784,2.73303023446603,-2.7093929241885,0.015402886060488,0.0161515942741601,0.0449764272966249,0.0578440021195935,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"22","f8975af07a433935c8615060ce6ae7d6",0.285550912641135,-0.290816377410716,0.0428065885449032,0.147301493982285,6.67072341776543,-1.9742934681008,1.05975740472456e-05,0.0684137842447711,0.000152926601057455,0.161103427415106,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"23","087666690375b777048b392f8b3086a5",0.730181526724194,-1.44755004577739,0.123883659803297,0.217751046995949,5.89409069673579,-6.64772944032877,2.26438971672515e-05,5.60339275720127e-06,0.000251199400229059,0.000214040625775585,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
